DATE,month,year,Patriotism_1,Crime_Security,GOP,Fake_News,Election,Self_Congratulatory_unclear,Fopo,Unclear,Economy,Democrats_Conspiracy
2015-06-01,6,2015,0.01664937235570034,0.007264409607491863,0.0407029500286645,0.003544821622801305,0.01226026021172639,0.013488442763192181,0.014019860871986978,0.06972677050944621,0.012416150752117262,0.006334515738762212
2015-07-01,7,2015,0.01449326356969697,0.009582603976893951,0.04257399189671719,0.004521424863257574,0.010353557977146462,0.014530522209090915,0.009807180548611115,0.05859577000517674,0.009898912778661617,0.006653970382196979
2015-08-01,8,2015,0.014061489274175824,0.0054620880184065934,0.03744281372142856,0.004658054010164837,0.013731145230769239,0.01354392039587912,0.009017515952472525,0.05966722676071429,0.012031432904120875,0.007401157328296706
2015-09-01,9,2015,0.01589664497775176,0.004188880311007025,0.02947588149625292,0.00503357099789227,0.012636900922482439,0.0074978769735363025,0.007145753107728337,0.046223790447541005,0.015849849268149883,0.007606837281030443
2015-10-01,10,2015,0.01708128829295598,0.003497129788176102,0.04261415807534592,0.006408092447044027,0.011717498566163517,0.008135599874968553,0.010285027371194971,0.06557124962176095,0.014036600904276735,0.007869086041383646
2015-11-01,11,2015,0.01782329416473593,0.004275700164735943,0.030264669359114132,0.006781410670698467,0.015499123561839856,0.011302164456047698,0.010656994336967639,0.050719219757410526,0.01801524323611584,0.007949600794037481
2015-12-01,12,2015,0.015335538279099673,0.0036652119033762057,0.030543073416077177,0.006891936661575567,0.025068968997749193,0.01225300056286173,0.011272597699356915,0.03581354842733115,0.01826015913713825,0.015239862219292605
2016-01-01,1,2016,0.015074043017819706,0.003949299798322852,0.024997573593081766,0.00445884407903564,0.026132051543815545,0.012758753803773582,0.007640938794758909,0.024691631210272513,0.023324747954088045,0.01224689534716981
2016-02-01,2,2016,0.015066126942372882,0.005825640815677965,0.020546365847669498,0.003599637072457627,0.024159700451694913,0.014976831520762715,0.004318200172245761,0.024218532581991546,0.026343706915466093,0.009854169162923723
2016-03-01,3,2016,0.013301831915238089,0.004595449803809525,0.01977053072476191,0.006966489396190475,0.030099720344285718,0.01513032479738096,0.007360056774285717,0.016419609289285708,0.017601025944285725,0.011798785998809522
2016-04-01,4,2016,0.022434895597777775,0.004230113944814816,0.01739092865777777,0.003451815481481482,0.04019115328629631,0.008633076834074079,0.005013306593333332,0.028314205382222214,0.025358215571481484,0.009550413995185183
2016-05-01,5,2016,0.016760548330994152,0.004497821097953218,0.018351101683918136,0.005951885981578947,0.02590705490175438,0.008468772417251462,0.008436291239181286,0.023628319012865485,0.012242122360818718,0.0350086282877193
2016-06-01,6,2016,0.01465298649175258,0.00446538882371134,0.013760166776975937,0.006752258346391752,0.02306083603848797,0.013354126262199307,0.015756695282474222,0.022492297327835045,0.012905789419587631,0.035834433011340205
2016-07-01,7,2016,0.014615742915297438,0.005240180681019831,0.005617931384135979,0.007224264160056659,0.019361855040226625,0.017850728762606224,0.009199554152407939,0.006367559493201133,0.012365944803682716,0.046194935344475906
2016-08-01,8,2016,0.012292349008823526,0.006227064342279411,0.009224526555147057,0.00738765179375,0.027909401061397065,0.013486442334191173,0.01228709442794118,0.010805022631985297,0.011385253530147061,0.02433983827757353
2016-09-01,9,2016,0.01724807820223881,0.0035669750522388057,0.012010871303731348,0.005271818975746267,0.03948166127910448,0.01353119208955224,0.006349108136194028,0.010603398198507466,0.014046694413432835,0.024173288389552246
2016-10-01,10,2016,0.010309214023880598,0.005248622263539444,0.010941085920682296,0.0038343919443496804,0.022513500179530917,0.010117596537953088,0.007226737525159919,0.010505433896162047,0.014193680620042642,0.029312526460341132
2016-11-01,11,2016,0.023723603505000003,0.005338587266111111,0.015129333396666668,0.0070050351222222225,0.024149498707777786,0.012335983885555558,0.009916360126111107,0.004079799443888888,0.02055541795555555,0.02155628536333333
2016-12-01,12,2016,0.016896218332824425,0.007185851067175573,0.010891128221374046,0.006571539766412214,0.02004761466259543,0.014220543761832065,0.01722393589694657,0.00484089549312977,0.021445789109923664,0.012768480312977098
2017-01-01,1,2017,0.014748175185714285,0.009215656004926109,0.01572248542019704,0.021422890208866997,0.012149255172413798,0.02002140897487685,0.009449912960098525,0.005036097123645319,0.020866516325615758,0.01636735181625616
2017-02-01,2,2017,0.016849308117931033,0.00718418918689655,0.008458590048965521,0.03853605451793105,0.009480477955862071,0.019879054052413803,0.008494152073793105,0.0019189185206896552,0.022846865736551716,0.012110802124827588
2017-03-01,3,2017,0.026405283066666667,0.003969674950387597,0.007226074675193799,0.016719709091472863,0.013069735970542637,0.008121738120930236,0.017516772794573636,0.00250068904496124,0.023727926603100778,0.017335585269767438
2017-04-01,4,2017,0.018612713897810218,0.013329909760583942,0.0066954191065693456,0.016187286550364968,0.006990466313138686,0.005479718494160584,0.020945965773722628,0.0016656251430656932,0.02760264233868613,0.016668941047445256
2017-05-01,5,2017,0.017581556894890514,0.003973662714598539,0.0058988017401459866,0.02665271965985401,0.0101989807,0.005725704409489053,0.016419826206569337,0.002261226696350365,0.021334801723357655,0.01785427056131387
2017-06-01,6,2017,0.02060494781403509,0.008240734823391816,0.005088275595906433,0.02520126715964913,0.007788485677777773,0.016933981746783622,0.014986744377777778,0.0032464861520467834,0.0248019926502924,0.020840884792397665
2017-07-01,7,2017,0.018305014419026554,0.009514606598672563,0.005423918912831861,0.021610659039823003,0.012648564421238935,0.01573141528362832,0.017166694361061954,0.0029059460287610625,0.023325357890707974,0.021085027951327454
2017-08-01,8,2017,0.02303193871832459,0.013823462073821983,0.007323446983769635,0.024309069708900535,0.015636773084816754,0.014685955619371723,0.008624629056544502,0.002375323068062828,0.020560232187958112,0.00866057113193717
2017-09-01,9,2017,0.02911324271499999,0.009831652935833336,0.0035271771654166667,0.00850375125125,0.014554675177499997,0.030553349734166665,0.014717679723749993,0.0019376125379166654,0.02090984728333334,0.009633738105833333
2017-10-01,10,2017,0.019934300351778657,0.008675050399209489,0.0065734156754940695,0.027189917029249007,0.009750928988142296,0.01734429966363637,0.011188005686561262,0.0023803875565217383,0.017668689698023706,0.017636365795652177
2017-11-01,11,2017,0.027189319946120685,0.013164561705172417,0.004582919309482758,0.012409485018965516,0.014728012417241372,0.018700246416379317,0.029256163752586196,0.0024468556189655164,0.030298375626724144,0.01776588115603449
2017-12-01,12,2017,0.030150157333532927,0.01575036137544911,0.009353146276646703,0.044788215105988044,0.01546884459341317,0.02140944504491018,0.010121331384431139,0.00470237515988024,0.03561025749281436,0.02523362832934132
2018-01-01,1,2018,0.031190626703314926,0.03164522063038674,0.01515887680331492,0.0301311502646409,0.014579011191712704,0.02521953731878453,0.029272064212707182,0.004818157638674033,0.037664267408839776,0.027018969514364638
2018-02-01,2,2018,0.026707178092592595,0.020322556777160494,0.020477841786419752,0.017659458972222233,0.012621992408641971,0.025946282186419773,0.024509875471604943,0.003448442298765433,0.0253880570574074,0.03690818933333334
2018-03-01,3,2018,0.023947138774842773,0.023022085226415086,0.01032850642327044,0.018730910460377358,0.011157694477358492,0.018462056259119498,0.021501939752830185,0.0022582867006289307,0.036401589277987416,0.026769126228930826
2018-04-01,4,2018,0.030224712080465118,0.027205592893953502,0.008961062585116277,0.0271990524744186,0.014136675570232564,0.038001857702790694,0.028323220729302316,0.00251644692372093,0.030886657878604645,0.025506400446511618
2018-05-01,5,2018,0.02863097702638298,0.014457408850638306,0.012642220672765958,0.01964022102085107,0.009944625988510637,0.0242508519174468,0.029842822209787238,0.0022063791017021277,0.03239788716212766,0.04163475463361701
2018-06-01,6,2018,0.025321447101257857,0.028616396314465404,0.007983632092767295,0.023176457926100624,0.00983763377610063,0.02788887331886792,0.02145162566132075,0.003093441233018868,0.036799435785849044,0.034572315332075464
2018-07-01,7,2018,0.02830338834360901,0.027235016335338348,0.017253781393609027,0.03085307325338346,0.013826959524812022,0.022170407656390976,0.02581558523571429,0.002469944628947368,0.03126174686240602,0.03485639991616542
2018-08-01,8,2018,0.027204344792878338,0.020384042019881303,0.02140138949999999,0.0325153029032641,0.009933217951928789,0.02200186210890208,0.02123442747952522,0.0026856870584569758,0.03689791905370919,0.04035349462166171
2018-09-01,9,2018,0.020957632831521737,0.01651538210471013,0.018557424247101436,0.010542254733333332,0.01231645783586957,0.02349983577391307,0.02664034805217391,0.0027387956380434788,0.026383484090217388,0.02527054999130434
2018-10-01,10,2018,0.031809210206811156,0.03198114267275541,0.0065604769900928775,0.020481197456656348,0.017789506964705878,0.025851133606501556,0.01279787824551084,0.002402853395975232,0.02653436176284829,0.011056465996594426
2018-11-01,11,2018,0.029523286654263563,0.028847671832170522,0.00997512336356589,0.016502730525581388,0.017601711009689932,0.02852617203217054,0.02335846875813955,0.004034340167054262,0.0341283738872093,0.023213283508139546
2018-12-01,12,2018,0.02316210565313652,0.04632508316715868,0.012868764676014766,0.0218052460797048,0.010923602360516607,0.034453251207749065,0.03973643802287823,0.0034402519062730636,0.028066032851660514,0.03646481492214021
2019-01-01,1,2019,0.021972598725263155,0.046328060676140335,0.011846935405964909,0.0313378113305263,0.007389087594736845,0.027844819046315774,0.031679194003859636,0.0018554685070175444,0.03675868438982455,0.03041187215087721
2019-02-01,2,2019,0.02061444975638298,0.02643009669361704,0.010185397931914895,0.013998316831914902,0.014357773568617026,0.027922019017553184,0.02764284178670213,0.0019683474803191487,0.02419684384840427,0.030920486788829783
2019-03-01,3,2019,0.017085024535144933,0.026602252511231876,0.007721714738405799,0.029838791706884048,0.010785072566666665,0.020916770644927547,0.022139875194927546,0.0027109452409420282,0.021523050034420295,0.03232666038985506
2019-04-01,4,2019,0.022440119460128603,0.021874337911575566,0.01705678016977492,0.01827743515530546,0.011566612693890671,0.024890648659807058,0.02242809805305467,0.002344648737620579,0.027776757335691314,0.03993178946655947
2019-05-01,5,2019,0.02710376762631579,0.018550978380263157,0.011943342405,0.020804972334736837,0.010613975050789475,0.024584496997368428,0.03078532119052631,0.002727163302631579,0.03262013647052632,0.03255744820868423
2019-06-01,6,2019,0.02296683434431138,0.020195136419760475,0.009386395739820365,0.02917409838473053,0.01973639963053892,0.02541425618023952,0.03217192273652696,0.0024710754293413182,0.033442077633233515,0.02891021016467066
2019-07-01,7,2019,0.025807143393220336,0.018220968680296615,0.00881586895381356,0.01899375798453388,0.014696153644703404,0.026717443711228826,0.024674865851483048,0.0029648897487288143,0.030748165377330505,0.029595230777966098
2019-08-01,8,2019,0.02765101882733815,0.010465019563309348,0.007637279132134292,0.03072076207362111,0.017286903095203848,0.02271491939832133,0.029887481784172654,0.0031989445597122297,0.03861511712374101,0.01663285786067146
2019-09-01,9,2019,0.016569476373165616,0.011532968867505248,0.015003413601048215,0.031175980169392017,0.012875152563522022,0.0164086914932914,0.035669412473165615,0.0024564661301886784,0.031870935773584914,0.02328027632243185
2019-10-01,10,2019,0.018421057168676716,0.012890988185259628,0.009791469912730312,0.014581754925460636,0.01484284937085426,0.01774862171842545,0.03720217856616415,0.002018222864321608,0.02339726987353433,0.031781215494807384
2019-11-01,11,2019,0.019648371405326888,0.009733813499273603,0.011583402087893465,0.01646644590968523,0.012748457439467318,0.01663819584769975,0.025644905727845037,0.0021339925384987893,0.026837943213317204,0.026773604082566578
2019-12-01,12,2019,0.015604932188181809,0.013106485779772721,0.008838141771818178,0.014736031555227276,0.018143899861363645,0.019120865282045457,0.03313190175363633,0.0020814037795454537,0.025769818923181823,0.034474330211590916
2020-01-01,1,2020,0.02012525331213719,0.013178181680474936,0.007678875646437998,0.011535349412401062,0.014633340139313977,0.014279048267018476,0.022976224555672827,0.002357106024274406,0.025054901858575198,0.030417464993667556
2020-02-01,2,2020,0.024181948394960216,0.017302875919098133,0.014999992322281164,0.01872663987108753,0.021208477733156497,0.013565582044031839,0.022083766679045082,0.0030597501196286477,0.026190395845623334,0.02609230861061008
2020-03-01,3,2020,0.02197824001924883,0.010652859205868538,0.00414727097910798,0.028150751066666656,0.029781805942488276,0.02074477116338029,0.012303731453755878,0.0021933103962441317,0.020355342553755863,0.012684712647652583
2020-04-01,4,2020,0.021919492347107432,0.01847715119724518,0.0036530120636363646,0.04362233616528925,0.021586471522589527,0.020194264944903575,0.01623171349972451,0.0021009012545454542,0.021361107653168048,0.013195689241046834
2020-05-01,5,2020,0.019683218412750454,0.015358124583970853,0.005965125217850637,0.02081609238670309,0.016234235652459017,0.02216949514444444,0.01122086298561021,0.0018890871029143897,0.022340374885245887,0.01297520378925319
2020-06-01,6,2020,0.027121245803761743,0.025701678678683407,0.00519339628369906,0.015704634213793114,0.01306348365015674,0.01851716167053293,0.009456097124764896,0.0026983190169279003,0.027956635409404382,0.013984400840125394
